Timestamp,Temperature,Vibration,Motor_Current,Pressure,RPM,Flow_Rate,Oil_Temperature,Power_Consumption,Machine_Health,Machine_Status,Remaining_Useful_Life_Days
2027-04-14 11:11:52,62.12,0.49,8.41,5.1,1744.59,153.36,44.84,16.0,75.6,Slight Wear,170
2027-04-15 11:11:52,62.25,0.56,8.48,4.96,1744.34,149.36,44.92,15.54,75.2,Slight Wear,169
2027-04-16 11:11:52,63.68,0.51,8.48,5.12,1749.93,146.77,44.73,15.59,74.8,Slight Wear,168
2027-04-17 11:11:52,62.3,0.52,8.32,4.96,1742.3,148.02,45.05,15.53,74.3,Slight Wear,167
2027-04-18 11:11:52,65.17,0.96,9.83,4.76,1738.54,143.4,48.18,18.48,73.9,Slight Wear,166
2027-04-19 11:11:52,61.94,0.53,8.23,4.81,1745.77,146.09,44.19,14.53,73.5,Slight Wear,165
2027-04-20 11:11:52,63.02,0.62,8.41,4.98,1743.76,148.7,45.13,15.56,73.0,Slight Wear,164
2027-04-21 11:11:52,61.03,0.64,8.39,4.84,1744.8,147.18,44.68,15.04,72.6,Slight Wear,163
2027-04-22 11:11:52,63.01,0.54,8.54,5.03,1744.72,148.03,45.07,16.23,72.2,Slight Wear,162
2027-04-23 11:11:52,61.49,0.72,8.44,5.03,1742.09,147.84,44.01,15.42,71.8,Slight Wear,161
2027-04-24 11:11:52,62.04,0.62,8.38,4.88,1741.17,148.43,45.71,15.58,71.3,Slight Wear,160
2027-04-25 11:11:52,65.2,1.03,10.01,4.52,1730.6,142.63,48.46,17.89,70.9,Slight Wear,159
2027-04-26 11:11:52,63.24,0.65,8.63,4.87,1742.8,150.04,45.09,16.65,70.5,Slight Wear,158
2027-04-27 11:11:52,62.92,0.61,8.64,5.02,1742.98,150.2,45.61,15.93,70.1,Slight Wear,157
2027-04-28 11:11:52,66.7,1.04,10.46,4.83,1728.15,140.63,48.9,19.74,69.6,Slight Wear,156
2027-04-29 11:11:52,62.59,0.72,8.64,4.91,1742.17,146.77,45.3,16.46,69.2,Slight Wear,155
2027-04-30 11:11:52,64.08,0.53,8.62,5.02,1744.17,147.45,46.24,16.26,68.8,Slight Wear,154
2027-05-01 11:11:52,62.87,0.67,8.54,4.83,1743.72,143.31,46.04,15.07,68.4,Slight Wear,153
2027-05-02 11:11:52,63.58,0.33,8.67,4.96,1746.49,146.64,45.23,15.76,68.0,Slight Wear,152
2027-05-03 11:11:52,63.71,0.46,8.74,4.94,1743.97,149.32,46.61,16.62,67.5,Slight Wear,151
2027-05-04 11:11:52,63.62,0.37,8.83,5.12,1743.59,147.82,47.72,16.39,67.1,Slight Wear,150
2027-05-05 11:11:52,62.84,0.54,8.75,4.91,1745.14,145.0,45.51,16.33,66.7,Slight Wear,149
2027-05-06 11:11:52,61.45,0.46,8.54,5.06,1741.73,149.7,44.22,16.32,66.3,Slight Wear,148
2027-05-07 11:11:52,65.57,1.01,10.47,4.7,1730.7,138.12,48.88,20.12,65.9,Slight Wear,147
2027-05-08 11:11:52,61.84,0.62,8.59,4.95,1737.48,146.34,44.91,15.66,65.5,Slight Wear,146
2027-05-09 11:11:52,66.6,1.07,10.96,4.66,1727.98,140.78,50.15,20.9,65.0,Slight Wear,145
2027-05-10 11:11:52,63.39,0.49,9.05,4.94,1739.27,148.89,46.13,17.05,64.6,Slight Wear,144
2027-05-11 11:11:52,63.06,0.57,8.74,4.75,1740.5,146.09,45.54,16.17,64.2,Slight Wear,143
2027-05-12 11:11:52,63.64,0.69,8.84,4.86,1740.47,147.7,46.56,17.01,63.8,Slight Wear,142
2027-05-13 11:11:52,62.55,0.51,8.74,4.93,1731.33,145.53,45.26,16.11,63.4,Slight Wear,141
2027-05-14 11:11:52,64.19,0.5,9.25,4.73,1741.32,150.46,47.02,17.36,63.0,Slight Wear,140
2027-05-15 11:11:52,65.85,0.69,10.47,4.63,1732.17,142.36,48.19,19.65,62.5,Slight Wear,139
2027-05-16 11:11:52,64.79,0.53,9.02,5.0,1738.28,148.05,46.97,16.81,62.1,Slight Wear,138
2027-05-17 11:11:52,63.54,0.5,8.86,4.89,1740.12,150.41,45.58,17.01,61.7,Slight Wear,137
2027-05-18 11:11:52,63.4,0.7,8.76,4.79,1739.8,144.58,46.05,16.1,61.3,Slight Wear,136
2027-05-19 11:11:52,61.97,0.68,8.92,4.85,1742.32,144.21,46.73,16.6,60.9,Slight Wear,135
2027-05-20 11:11:52,63.1,0.73,8.82,4.99,1739.85,147.15,46.06,15.62,60.5,Slight Wear,134
